Hips_quat,Hips_accel,Spine_quat,Spine_accel,Spine1_quat,Spine1_accel,Spine2_quat,Spine2_accel,Spine3_quat,Spine3_accel,Neck_quat,Neck_accel,Head_quat,Head_accel,RightShoulder_quat,RightShoulder_accel,RightArm_quat,RightArm_accel,RightForeArm_quat,RightForeArm_accel,RightHand_quat,RightHand_accel,LeftShoulder_quat,LeftShoulder_accel,LeftArm_quat,LeftArm_accel,LeftForeArm_quat,LeftForeArm_accel,LeftHand_quat,LeftHand_accel,RightUpLeg_quat,RightUpLeg_accel,RightLeg_quat,RightLeg_accel,RightFoot_quat,RightFoot_accel,LeftUpLeg_quat,LeftUpLeg_accel,LeftLeg_quat,LeftLeg_accel,LeftFoot_quat,LeftFoot_accel
0.540467 0.352185 0.441576 0.623595,0.98162 9.167519 0.242371,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.099577 -0.716528 -0.226906 0.652062,8.669576 3.095166 0.673189,NaN NaN NaN NaN,NaN NaN NaN,-0.195329 0.054177 0.858688 0.470708,-1.197465 -1.266048 8.938244,NaN NaN NaN NaN,NaN NaN NaN,-0.445098 0.160362 -0.873771 0.112674,6.103725 -2.631279 3.129577,-0.08292 0.195175 0.959379 0.18607,-2.113784 1.265018 5.541803,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,0.583459 -0.038862 -0.638702 0.500125,-8.728488 2.215711 3.16423,0.21461 0.220904 -0.912712 -0.268516,-0.651694 -4.095266 4.181405,NaN NaN NaN NaN,NaN NaN NaN,-0.318135 0.574578 0.554148 0.51144,-7.855556 4.094633 1.737986,0.765621 -0.033569 -0.641705 -0.030197,-10.035927 -2.259301 0.30013,-0.143851 0.469039 0.748941 0.445416,-4.14125 7.779554 9.060308,0.332838 -0.610114 0.339599 0.633761,9.169938 2.041004 0.208493,-0.074275 -0.833957 -0.055408 0.543994,9.094122 -1.562099 -4.896691,0.145168 0.461566 -0.686396 0.542903,-6.514641 -4.29858 5.361742
0.54185 0.349113 0.436184 0.627903,0.932918 8.997976 0.388245,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.105591 -0.718884 -0.229901 0.647458,8.843229 2.828476 0.708173,NaN NaN NaN NaN,NaN NaN NaN,-0.18986 0.050422 0.857622 0.475283,-0.820955 -1.498824 8.995207,NaN NaN NaN NaN,NaN NaN NaN,-0.440543 0.174921 -0.874093 0.106237,5.899986 -3.049056 3.694074,-0.066484 0.181916 0.964428 0.179905,-1.97349 1.715374 5.675162,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,0.572695 -0.045258 -0.649734 0.497813,-8.862545 1.176449 1.670486,0.184449 0.212556 -0.912132 -0.298016,-0.320224 -3.633807 4.519107,NaN NaN NaN NaN,NaN NaN NaN,-0.305491 0.579048 0.552399 0.515979,-7.538192 4.359917 2.169047,0.756371 -0.038736 -0.651425 -0.045249,-9.476695 -0.679297 0.770385,-0.127825 0.470336 0.751236 0.445072,-4.894112 8.242106 9.716244,0.327109 -0.611882 0.335204 0.637368,9.059863 2.181291 0.318188,-0.077585 -0.836016 -0.056014 0.540296,8.419172 -0.665873 -3.904609,0.144863 0.456277 -0.688158 0.54522,-6.153558 -4.468063 5.538257
0.544026 0.346563 0.430566 0.631303,1.103958 8.880185 0.140573,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.111719 -0.72092 -0.232511 0.64322,8.900606 2.80128 1.228929,NaN NaN NaN NaN,NaN NaN NaN,-0.184574 0.046949 0.856492 0.47974,-0.656599 -1.670691 8.997087,NaN NaN NaN NaN,NaN NaN NaN,-0.43602 0.188455 -0.874325 0.099636,6.256476 -4.371363 3.104763,-0.051399 0.169013 0.968641 0.174721,-1.14708 1.073208 4.776515,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,0.56454 -0.052065 -0.660412 0.492382,-8.246524 2.184161 2.476305,0.153213 0.203206 -0.910415 -0.326156,-0.020891 -3.728337 4.555421,NaN NaN NaN NaN,NaN NaN NaN,-0.292633 0.583755 0.550327 0.520324,-7.76588 5.093509 1.369149,0.747328 -0.040842 -0.660576 -0.058922,-10.635264 -0.457369 -0.017283,-0.109927 0.469811 0.754502 0.444882,-4.18947 8.392327 9.185434,0.320416 -0.613059 0.329493 0.642593,9.199506 1.412845 0.377829,-0.084271 -0.840931 -0.060427 0.531114,8.933535 1.159016 -0.539525,0.144691 0.451651 -0.689583 0.547312,-6.3749 -4.694626 5.448909
0.546287 0.344812 0.425579 0.633686,1.560113 9.131189 -0.139693,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.119026 -0.722457 -0.235873 0.638946,8.949459 2.399768 1.061747,NaN NaN NaN NaN,NaN NaN NaN,-0.179661 0.04402 0.855197 0.484171,-0.215614 -1.806307 8.893509,NaN NaN NaN NaN,NaN NaN NaN,-0.431559 0.200227 -0.874646 0.093066,6.339891 -4.354437 3.292792,-0.03811 0.156263 0.972082 0.170838,-0.38331 0.274997 4.543748,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,0.553385 -0.053583 -0.671526 0.489843,-8.101838 2.551444 3.542888,0.122346 0.193634 -0.907317 -0.352581,0.361639 -3.087829 4.208599,NaN NaN NaN NaN,NaN NaN NaN,-0.282624 0.586891 0.549825 0.522853,-7.417993 4.868087 1.12982,0.73465 -0.037312 -0.673853 -0.069417,-10.329673 -1.137814 -0.215515,-0.090724 0.468361 0.757902 0.444962,-3.336342 7.931899 8.179892,0.312039 -0.614129 0.322628 0.649145,9.326916 -0.120958 0.188601,-0.091404 -0.844325 -0.066195 0.523812,9.146818 -1.279465 -3.628702,0.144851 0.447269 -0.690709 0.549444,-6.49228 -4.218015 5.730097
0.547492 0.342857 0.421497 0.636429,1.731267 9.36945 0.026693,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.125929 -0.7237 -0.238645 0.635177,8.781807 1.936558 0.653116,NaN NaN NaN NaN,NaN NaN NaN,-0.175243 0.041724 0.853639 0.488722,-0.197827 -1.733751 8.878032,NaN NaN NaN NaN,NaN NaN NaN,-0.427219 0.213126 -0.874535 0.085151,6.103555 -4.44069 3.298377,-0.02629 0.143664 0.974924 0.167908,-0.037149 0.130763 5.520615,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,0.543764 -0.055797 -0.682863 0.48467,-7.32502 1.978329 2.859029,0.093941 0.187285 -0.901971 -0.377556,1.291422 -2.377697 4.322586,NaN NaN NaN NaN,NaN NaN NaN,-0.273457 0.589348 0.548962 0.525862,-7.391256 5.036402 1.365674,0.719886 -0.031337 -0.688961 -0.078195,-9.574922 -2.220232 0.443284,-0.069921 0.467773 0.760326 0.445201,-3.77007 7.433844 7.659912,0.304899 -0.613702 0.318934 0.654742,9.792831 -1.24014 -0.20332,-0.09103 -0.847154 -0.06198 0.51981,8.388608 -2.404755 -5.460917,0.145088 0.442789 -0.691556 0.55194,-6.696357 -4.529269 5.631013
0.547753 0.3412 0.417885 0.639469,1.810659 9.284943 0.11954,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.132224 -0.724568 -0.240733 0.632112,8.540221 1.814608 0.682183,NaN NaN NaN NaN,NaN NaN NaN,-0.171131 0.03976 0.851895 0.493365,-0.159221 -1.505164 8.692402,NaN NaN NaN NaN,NaN NaN NaN,-0.422422 0.222151 -0.875227 0.078658,6.501119 -5.095503 2.79406,-0.015698 0.131554 0.977202 0.165901,-0.092281 0.563941 6.641389,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,0.535192 -0.056952 -0.694288 0.477797,-8.429156 2.775114 3.449181,0.068082 0.184041 -0.894482 -0.401742,1.726905 -3.055725 4.999298,NaN NaN NaN NaN,NaN NaN NaN,-0.268566 0.589672 0.550082 0.526848,-6.165678 4.669354 1.690179,0.705221 -0.029669 -0.702509 -0.090908,-8.817046 -2.400993 0.824948,-0.046902 0.467926 0.761997 0.445203,-5.021321 7.500937 7.31162,0.301669 -0.612031 0.320364 0.6571,9.533907 -0.116734 -0.117161,-0.084957 -0.853305 -0.048674 0.512136,8.288491 -0.149695 -4.878518,0.145485 0.437822 -0.692375 0.554764,-6.56945 -4.195874 5.898786
0.547696 0.340814 0.414454 0.641952,1.793152 9.183011 0.114369,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.138039 -0.72547 -0.241831 0.62941,8.369338 2.088293 0.727597,NaN NaN NaN NaN,NaN NaN NaN,-0.167506 0.037987 0.849941 0.498095,0.169799 -1.613751 8.470178,NaN NaN NaN NaN,NaN NaN NaN,-0.416732 0.231353 -0.876141 0.072023,6.713049 -4.772121 4.050498,-0.006631 0.119162 0.979104 0.164656,0.339027 0.296511 6.586504,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,0.524521 -0.056296 -0.706941 0.471109,-9.571907 2.726731 3.470397,0.042486 0.179353 -0.886283 -0.424889,1.599104 -3.483636 5.575887,NaN NaN NaN NaN,NaN NaN NaN,-0.262311 0.590741 0.549855 0.529034,-6.787836 5.216761 1.351664,0.690211 -0.032384 -0.714904 -0.107106,-9.581439 -1.767803 1.36329,-0.022442 0.468112 0.763182 0.444883,-5.518206 6.883518 6.624119,0.299296 -0.610753 0.322365 0.658395,8.884999 1.348929 -0.163544,-0.083867 -0.859008 -0.04377 0.503146,9.053515 1.432897 -3.689664,0.145958 0.432833 -0.692933 0.557849,-6.565577 -4.410322 5.786834
0.546061 0.340151 0.41216 0.645166,1.462011 8.611803 -0.043722,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.144522 -0.726372 -0.242703 0.626572,8.369694 2.259932 0.753203,NaN NaN NaN NaN,NaN NaN NaN,-0.164191 0.036642 0.84786 0.502825,0.363416 -1.759544 8.537646,NaN NaN NaN NaN,NaN NaN NaN,-0.411096 0.24329 -0.876191 0.06403,6.291622 -5.157907 3.96443,0.000883 0.107352 0.980599 0.164013,0.948382 -1.055221 5.591813,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,0.513541 -0.058711 -0.720194 0.462763,-9.279207 3.091102 3.517544,0.017382 0.173605 -0.877418 -0.446875,1.536693 -2.866745 6.378859,NaN NaN NaN NaN,NaN NaN NaN,-0.255735 0.592516 0.54941 0.530728,-6.917044 5.768783 2.505605,0.674897 -0.033974 -0.726972 -0.121949,-9.243535 -0.967378 2.327749,0.000746 0.467588 0.763889 0.444786,-4.71531 6.487892 5.576265,0.294736 -0.608795 0.322467 0.662204,8.981824 1.1476 1.119565,-0.089749 -0.861603 -0.052065 0.496865,8.817711 -0.284155 -3.500547,0.146739 0.427814 -0.693172 0.561209,-6.370319 -4.489724 5.879114
0.544238 0.339143 0.410474 0.648305,1.245822 7.858825 -0.062666,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.151078 -0.726414 -0.243291 0.624746,8.336259 2.383821 0.641641,NaN NaN NaN NaN,NaN NaN NaN,-0.161144 0.036013 0.845593 0.50765,0.746278 -1.97375 8.36252,NaN NaN NaN NaN,NaN NaN NaN,-0.404909 0.254214 -0.876488 0.056509,5.990946 -5.974644 3.139205,0.006746 0.098941 0.981452 0.164062,0.795103 -0.666212 6.144244,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,0.499761 -0.059827 -0.733329 0.457042,-8.253487 4.528459 4.657856,-0.005933 0.16673 -0.868162 -0.467399,0.614312 -2.439714 6.887093,NaN NaN NaN NaN,NaN NaN NaN,-0.248409 0.593523 0.549734 0.532744,-7.026098 6.127177 2.438617,0.661561 -0.03421 -0.736964 -0.134357,-9.123956 -1.119358 1.967773,0.021659 0.466724 0.764151 0.444716,-5.180819 5.743174 4.956875,0.290468 -0.605342 0.323928 0.666528,8.35121 0.844338 0.916843,-0.092132 -0.865618 -0.054236 0.489158,7.987288 -1.718675 -3.123368,0.147831 0.42266 -0.693175 0.564813,-6.534648 -4.349783 5.82209
0.544411 0.339516 0.40783 0.649631,0.704349 8.026058 -0.105507,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.156401 -0.72593 -0.242796 0.624191,7.921208 3.211767 1.120827,NaN NaN NaN NaN,NaN NaN NaN,-0.158623 0.036049 0.843088 0.512584,0.855564 -1.828835 8.418104,NaN NaN NaN NaN,NaN NaN NaN,-0.397875 0.263044 -0.877513 0.049746,6.001749 -6.23973 3.736356,0.011017 0.091452 0.982066 0.164502,0.192505 -0.666448 7.405939,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,0.486917 -0.063216 -0.745439 0.450818,-7.547193 5.707127 4.345104,-0.027051 0.161187 -0.858103 -0.486772,0.445964 -1.338841 8.1056,NaN NaN NaN NaN,NaN NaN NaN,-0.242534 0.593363 0.551997 0.533289,-6.873991 5.510297 2.353985,0.648282 -0.032938 -0.746802 -0.144682,-8.442231 -1.789003 2.102112,0.040838 0.46591 0.764016 0.444454,-4.79503 5.679778 4.331489,0.286673 -0.602241 0.326039 0.669943,8.542431 1.729248 0.168005,-0.084721 -0.872404 -0.038942 0.47981,7.756829 -1.712313 -4.32789,0.148913 0.417715 -0.692966 0.568451,-6.625116 -3.814104 6.203391
0.545143 0.340216 0.404261 0.65088,0.735833 9.172842 0.164128,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.163678 -0.725097 -0.244492 0.62263,7.413782 3.099958 1.869031,NaN NaN NaN NaN,NaN NaN NaN,-0.156635 0.03616 0.840357 0.517647,0.815867 -1.901848 8.492467,NaN NaN NaN NaN,NaN NaN NaN,-0.38943 0.270002 -0.879515 0.043557,6.288701 -5.965518 4.524431,0.013986 0.083642 0.982529 0.165666,0.113739 -0.553421 8.297198,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,0.47355 -0.064212 -0.756568 0.446354,-7.517199 7.056611 5.22363,-0.045409 0.157293 -0.847341 -0.505184,0.32473 -2.029013 7.742534,NaN NaN NaN NaN,NaN NaN NaN,-0.235106 0.593907 0.554153 0.533773,-6.895973 4.864014 3.492306,0.636844 -0.033626 -0.754487 -0.155077,-7.910668 -1.781172 1.726909,0.057963 0.465296 0.763662 0.443802,-4.100355 5.132674 4.436624,0.28079 -0.600337 0.326428 0.673941,8.808348 1.661237 0.74159,-0.075552 -0.879091 -0.020228 0.470194,8.474584 -0.019517 -5.749657,0.150188 0.413075 -0.692515 0.572044,-6.456885 -4.348989 6.048118
0.544381 0.33972 0.401003 0.653786,0.77141 9.126165 -0.619491,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.172491 -0.725918 -0.246253 0.618586,7.46861 2.499327 1.549988,NaN NaN NaN NaN,NaN NaN NaN,-0.154806 0.036298 0.837565 0.522688,0.857134 -2.337913 8.596762,NaN NaN NaN NaN,NaN NaN NaN,-0.379528 0.280951 -0.880764 0.03577,6.333665 -5.688502 4.763093,0.015699 0.075913 0.982867 0.167225,0.19994 -0.622859 8.643052,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,0.459567 -0.066099 -0.766788 0.443243,-7.552733 6.948896 5.198778,-0.06271 0.151584 -0.837098 -0.521878,0.721681 -0.076385 8.225459,NaN NaN NaN NaN,NaN NaN NaN,-0.22771 0.595208 0.555805 0.533813,-6.669631 4.299584 2.168771,0.626054 -0.034305 -0.761378 -0.164873,-7.57999 -1.868489 1.677752,0.073735 0.464976 0.763324 0.442376,-4.518877 5.329887 4.780094,0.272269 -0.597624 0.326708 0.679689,9.285614 0.970227 1.915988,-0.073407 -0.884194 -0.013159 0.461128,8.329468 2.405099 -4.627828,0.152018 0.40718 -0.692255 0.576089,-6.734617 -4.489679 5.950129
0.543491 0.339747 0.397697 0.656527,0.917289 9.238111 -0.919481,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.180787 -0.728531 -0.245686 0.613349,8.309315 2.755347 0.8061,NaN NaN NaN NaN,NaN NaN NaN,-0.152402 0.037026 0.834921 0.52755,0.580801 -2.464531 9.183866,NaN NaN NaN NaN,NaN NaN NaN,-0.367776 0.293405 -0.881987 0.027436,6.193912 -6.90195 4.058947,0.016283 0.069048 0.982996 0.169372,0.549616 -1.291807 8.135283,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,0.445572 -0.068597 -0.775261 0.442415,-7.297562 7.039747 5.328836,-0.078351 0.1449 -0.828073 -0.535874,1.209438 1.469022 8.370473,NaN NaN NaN NaN,NaN NaN NaN,-0.219325 0.597719 0.556004 0.53431,-6.529977 4.757286 2.136047,0.616508 -0.035751 -0.766975 -0.174326,-7.450619 -1.658096 1.234973,0.088258 0.463906 0.763538 0.440468,-4.439381 4.746206 4.959894,0.268216 -0.594802 0.330885 0.681752,9.144499 1.644536 0.647331,-0.07673 -0.888228 -0.014992 0.452702,7.255465 0.180008 -5.692909,0.153606 0.401181 -0.692063 0.580093,-6.564779 -3.32953 6.097545
0.544301 0.34055 0.39261 0.658497,1.292281 9.912236 -1.247952,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.189016 -0.730524 -0.245305 0.608632,9.350862 3.000615 0.400469,NaN NaN NaN NaN,NaN NaN NaN,-0.149216 0.037894 0.832688 0.531911,0.436697 -2.036201 10.264752,NaN NaN NaN NaN,NaN NaN NaN,-0.35555 0.304706 -0.883384 0.019255,6.260478 -7.639392 3.735543,0.015927 0.06465 0.982833 0.172066,1.180074 -2.199816 7.734607,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,0.431289 -0.069023 -0.781709 0.445148,-7.799574 7.138127 5.590573,-0.091532 0.137397 -0.820714 -0.546966,2.182337 1.653163 7.803683,NaN NaN NaN NaN,NaN NaN NaN,-0.210723 0.600999 0.554818 0.535324,-6.652301 5.32535 2.003748,0.607939 -0.037456 -0.771642 -0.183239,-7.683101 -1.79759 0.827015,0.101441 0.462752 0.763748 0.438474,-4.663163 3.85621 4.570137,0.263471 -0.593471 0.334675 0.682911,9.993638 2.824504 0.379794,-0.075038 -0.891839 -0.005322 0.446054,6.61687 -0.657414 -9.477413,0.154518 0.395506 -0.692385 0.583354,-6.736079 -2.708472 6.42803
0.546111 0.343452 0.386705 0.658986,2.127174 11.761204 -1.654092,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.196582 -0.73239 -0.244463 0.604316,10.631203 2.659666 0.394307,NaN NaN NaN NaN,NaN NaN NaN,-0.145845 0.038797 0.830804 0.535713,0.737987 -1.776545 11.370067,NaN NaN NaN NaN,NaN NaN NaN,-0.343297 0.312478 -0.88566 0.010548,6.966728 -7.962461 3.276114,0.014628 0.061389 0.982389 0.175868,1.767817 -1.789731 8.443674,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,0.417751 -0.070242 -0.78634 0.449689,-7.9 7.314429 5.193002,-0.100907 0.129601 -0.815589 -0.55483,3.192898 1.769156 7.389864,NaN NaN NaN NaN,NaN NaN NaN,-0.20333 0.604698 0.55268 0.536229,-6.779413 6.743512 3.238357,0.600591 -0.040482 -0.775083 -0.192088,-7.392798 -1.303387 0.196863,0.113098 0.461501 0.763865 0.436734,-6.024028 3.30717 4.318875,0.255359 -0.59532 0.335668 0.683896,10.377387 2.205278 -0.335096,-0.071809 -0.896026 0.010508 0.438031,7.01532 0.797647 -10.128616,0.154603 0.391063 -0.692975 0.585622,-6.088543 -2.655468 6.940434
0.544636 0.345677 0.382974 0.661218,2.199638 12.757907 -2.505205,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.202864 -0.73445 -0.242009 0.600717,12.076216 2.484002 1.389903,NaN NaN NaN NaN,NaN NaN NaN,-0.143354 0.039556 0.829043 0.539048,0.958545 -1.806112 11.981952,NaN NaN NaN NaN,NaN NaN NaN,-0.331595 0.31709 -0.888536 0.001343,6.940932 -7.064046 2.994828,0.012236 0.056989 0.981671 0.181452,2.606016 -2.04822 9.310907,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,0.404619 -0.071004 -0.789216 0.456487,-8.431872 7.056928 5.076077,-0.105536 0.12214 -0.812874 -0.559625,3.93183 0.834375 7.388265,NaN NaN NaN NaN,NaN NaN NaN,-0.198692 0.608242 0.550045 0.536669,-5.946895 7.917589 3.464414,0.594688 -0.04429 -0.777299 -0.200477,-6.965785 -0.228682 0.077571,0.123305 0.45878 0.764892 0.435037,-7.903877 2.92961 3.417673,0.246586 -0.597378 0.336708 0.684808,11.276253 1.121922 -0.510904,-0.076542 -0.90022 0.012995 0.428457,8.985144 1.321377 -7.773562,0.154834 0.387764 -0.693319 0.587345,-6.028792 -3.505595 6.767689
0.539569 0.345576 0.382193 0.665861,2.600531 12.388989 -2.238877,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.20996 -0.734453 -0.241058 0.598654,13.093893 2.141974 2.257376,NaN NaN NaN NaN,NaN NaN NaN,-0.141957 0.040375 0.827244 0.542113,0.868114 -2.257858 12.513164,NaN NaN NaN NaN,NaN NaN NaN,-0.320186 0.322523 -0.890723 -0.008504,7.24774 -7.130575 2.540757,0.009638 0.052439 0.98069 0.188162,3.450319 -1.966736 9.958317,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,0.392692 -0.070542 -0.790567 0.464565,-8.663346 6.034218 5.510214,-0.107132 0.11406 -0.812444 -0.561648,4.636988 0.138569 7.8566,NaN NaN NaN NaN,NaN NaN NaN,-0.197691 0.609692 0.548581 0.536892,-6.561271 9.435953 3.787793,0.590909 -0.046329 -0.778528 -0.206337,-6.504515 1.082713 0.386671,0.129792 0.452867 0.767419 0.434895,-8.764536 0.905798 1.927253,0.23679 -0.597783 0.339588 0.686488,11.361286 -0.769306 -0.027568,-0.086584 -0.90155 0.004334 0.4239,8.537574 -1.442641 -5.41563,0.155783 0.385027 -0.693055 0.589203,-6.462436 -3.575366 6.886658
0.535611 0.346011 0.381591 0.669167,3.10201 11.629223 -2.208128,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.217408 -0.73371 -0.24038 0.597177,13.332726 2.164429 1.661517,NaN NaN NaN NaN,NaN NaN NaN,-0.14123 0.041809 0.825422 0.544963,0.530733 -2.879974 12.747605,NaN NaN NaN NaN,NaN NaN NaN,-0.30924 0.328668 -0.89219 -0.018579,6.872991 -7.585793 2.360479,0.007305 0.048961 0.979472 0.195407,4.158896 -2.053439 10.180856,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,0.381734 -0.070789 -0.791154 0.472593,-8.30397 4.666194 5.376842,-0.105707 0.106962 -0.813482 -0.561812,5.196921 -0.894016 7.723639,NaN NaN NaN NaN,NaN NaN NaN,-0.199942 0.608612 0.548687 0.537176,-7.001965 10.303247 4.117697,0.592138 -0.04603 -0.777115 -0.208197,-5.845699 1.554795 0.027714,0.131767 0.446806 0.769347 0.437158,-8.708143 -1.923123 0.271412,0.232343 -0.598595 0.348632 0.682757,12.265088 -0.716793 -0.561136,-0.089332 -0.902417 0.010411 0.421373,8.352034 -4.13892 -9.119557,0.157615 0.381512 -0.692468 0.591687,-6.591579 -3.728145 7.089731
0.534585 0.348484 0.37938 0.669962,2.685023 12.442861 -2.015437,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.224926 -0.733621 -0.238909 0.595089,13.658702 2.810922 1.424492,NaN NaN NaN NaN,NaN NaN NaN,-0.14058 0.044447 0.823689 0.547539,-0.002521 -2.439744 12.915473,NaN NaN NaN NaN,NaN NaN NaN,-0.300234 0.335754 -0.892378 -0.028101,6.540842 -8.537136 1.433918,0.006035 0.047843 0.978045 0.202736,4.651915 -2.08929 10.021005,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,0.373027 -0.07217 -0.790801 0.479871,-8.169335 3.234547 5.474162,-0.102776 0.099872 -0.815451 -0.560805,6.042136 -1.364452 7.083343,NaN NaN NaN NaN,NaN NaN NaN,-0.204131 0.606348 0.549194 0.537642,-7.59591 9.695774 4.621149,0.598184 -0.041564 -0.773734 -0.204411,-6.744394 -0.135919 -1.305731,0.12633 0.443852 0.769661 0.441201,-7.832756 -6.926249 -2.981419,0.229181 -0.599194 0.360959 0.676868,12.918582 1.654475 -0.89647,-0.076194 -0.904223 0.052038 0.416973,8.799474 -0.116869 -11.066492,0.160008 0.378339 -0.69133 0.594407,-6.821612 -4.23607 7.06607
0.532767 0.351473 0.377672 0.670812,2.017317 13.574031 -2.093489,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.232603 -0.731883 -0.238699 0.594362,13.683853 2.991044 1.463872,NaN NaN NaN NaN,NaN NaN NaN,-0.140727 0.047628 0.822212 0.54945,-0.770364 -1.809737 13.618716,NaN NaN NaN NaN,NaN NaN NaN,-0.292647 0.341052 -0.89254 -0.037593,6.404199 -9.636424 0.845691,0.005994 0.048409 0.976591 0.209501,5.116651 -1.589285 10.27398,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,0.366925 -0.074593 -0.789996 0.485498,-8.085555 1.807195 5.4858,-0.09904 0.092682 -0.817832 -0.559242,7.050757 -1.242318 6.952114,NaN NaN NaN NaN,NaN NaN NaN,-0.211187 0.603338 0.549543 0.537946,-9.91408 6.294357 5.068188,0.6071 -0.034038 -0.769812 -0.194063,-12.409379 -1.428297 1.550248,0.116217 0.47177 0.745919 0.455557,1.703208 -4.315906 -9.871231,0.222801 -0.600628 0.37154 0.671985,11.451625 2.65203 -0.790145,-0.076169 -0.905376 0.068455 0.412076,10.329897 5.887797 -9.946543,0.163242 0.373761 -0.689982 0.597979,-7.11642 -5.070133 7.075654
