Hips	Spine	Spine1	Spine2	Spine3	Neck	Head	RightShoulder	RightArm	RightForeArm	RightHand	LeftShoulder	LeftArm	LeftForeArm	LeftHand	RightUpLeg	RightLeg	RightFoot	LeftUpLeg	LeftLeg	LeftFoot	
-1.77214 36.6065 7.80387	-1.58161 39.2605 9.73191	-1.51393 42.8677 10.2539	-1.4842 46.5123 10.3264	-1.40502 50.1494 10.0931	-1.24568 59.6354 8.24148	-0.883157 64.6258 7.94341	-0.106129 56.5464 7.72724	5.08068 59.1344 9.30895	14.0591 50.2758 9.86186	21.8041 46.2957 6.81252	-2.52486 56.5949 7.76783	-7.92747 59.2131 8.01234	-17.0252 50.6526 9.84072	-24.6611 45.9017 7.77986	1.77281 35.4404 7.57186	3.42681 19.3203 7.60725	4.88062 3.33948 10.1621	-5.39116 35.6786 7.95202	-4.56749 19.5112 8.68124	-3.48145 3.56676 11.6179	
-1.79445 36.6059 7.81228	-1.60352 39.2619 9.73758	-1.53968 42.8698 10.2552	-1.51561 46.5145 10.3232	-1.43906 50.1512 10.0839	-1.28283 59.6339 8.21504	-0.915124 64.6236 7.91163	-0.14164 56.5445 7.70707	5.06773 59.0791 9.30113	13.7758 49.9554 9.86879	21.3568 45.6651 6.82793	-2.56041 56.592 7.74623	-7.97462 59.1871 7.97973	-16.821 50.3767 9.8531	-24.2879 45.3799 7.7547	1.75077 35.4409 7.57892	3.41467 19.3218 7.61199	4.88011 3.34132 10.1625	-5.41302 35.6768 7.96388	-4.57646 19.5107 8.70552	-3.48356 3.56204 11.6168	
-1.81555 36.6059 7.81579	-1.62431 39.2634 9.73892	-1.56483 42.8719 10.253	-1.5473 46.5167 10.3182	-1.47324 50.1532 10.0742	-1.32028 59.633 8.19049	-0.946431 64.6218 7.87937	-0.178254 56.5431 7.68711	5.0529 59.023 9.29572	13.4857 49.6447 9.86819	20.8837 45.025 6.85925	-2.59703 56.59 7.7267	-8.02181 59.1638 7.95107	-16.6026 50.1028 9.86466	-23.8783 44.8446 7.73361	1.72979 35.4414 7.58185	3.40554 19.3235 7.60652	4.87781 3.34431 10.1612	-5.43388 35.6763 7.96966	-4.58655 19.5113 8.72507	-3.48612 3.55994 11.6185	
-1.84104 36.606 7.81979	-1.64878 39.2645 9.7414	-1.59181 42.8735 10.2524	-1.57819 46.5184 10.3144	-1.50519 50.1546 10.0662	-1.3535 59.6319 8.1701	-0.973832 64.6196 7.84871	-0.211432 56.5415 7.67039	5.04094 58.9705 9.28761	13.2024 49.3552 9.86243	20.3953 44.3871 6.91183	-2.6302 56.5883 7.71072	-8.06524 59.141 7.92615	-16.3735 49.837 9.8757	-23.4309 44.2992 7.71897	1.70409 35.441 7.5851	3.3944 19.3246 7.60143	4.87709 3.3472 10.161	-5.4594 35.6768 7.97556	-4.59664 19.5136 8.75078	-3.48829 3.55832 11.6194	
-1.86474 36.6037 7.82229	-1.67218 39.2632 9.74256	-1.61779 42.8725 10.2512	-1.60805 46.5174 10.3111	-1.53641 50.1535 10.0602	-1.38508 59.6288 8.15408	-0.997119 64.6152 7.823	-0.242704 56.5379 7.65783	5.03023 58.9219 9.2751	12.9265 49.0878 9.85168	19.8927 43.7627 6.98093	-2.66148 56.5846 7.6977	-8.10574 59.1191 7.89475	-16.1388 49.5859 9.88966	-22.9464 43.7542 7.70458	1.68047 35.4391 7.58689	3.38323 19.3241 7.59858	4.87752 3.34795 10.1598	-5.48292 35.6741 7.9798	-4.60741 19.5124 8.77301	-3.48745 3.55445 11.6221	
-1.88974 36.6026 7.82001	-1.69771 39.2629 9.73918	-1.64513 42.8724 10.2473	-1.6382 46.5173 10.3082	-1.56793 50.1531 10.0544	-1.41395 59.6264 8.13798	-1.01871 64.6117 7.79966	-0.271394 56.5348 7.64619	5.01881 58.8817 9.26137	12.6645 48.8511 9.831	19.386 43.1713 7.05844	-2.69021 56.5817 7.68374	-8.14445 59.0962 7.86114	-15.9058 49.3512 9.90785	-22.4425 43.228 7.6936	1.65539 35.4373 7.58697	3.37182 19.3237 7.59439	4.87617 3.34909 10.1592	-5.50815 35.6737 7.97607	-4.61711 19.5141 8.79399	-3.48761 3.55338 11.6239	
-1.91364 36.5997 7.81741	-1.72159 39.261 9.73528	-1.67127 42.8705 10.2429	-1.66798 46.5154 10.304	-1.5984 50.1511 10.0479	-1.44068 59.6226 8.12338	-1.0369 64.6069 7.77846	-0.298506 56.5304 7.63516	5.00382 58.8473 9.25382	12.4088 48.637 9.80998	18.8731 42.6144 7.15167	-2.71733 56.5779 7.67085	-8.18389 59.0669 7.82724	-15.6728 49.1235 9.93368	-21.923 42.7226 7.67777	1.63165 35.435 7.58391	3.36233 19.3229 7.59257	4.88023 3.34948 10.1567	-5.53183 35.6701 7.97492	-4.62454 19.5129 8.81974	-3.48443 3.54844 11.6245	
-1.94292 36.5993 7.79765	-1.75418 39.2597 9.717	-1.7042 42.8689 10.2276	-1.70069 46.5137 10.2942	-1.63042 50.1494 10.0379	-1.46645 59.62 8.10938	-1.05641 64.6032 7.75796	-0.325022 56.527 7.62382	4.9852 58.815 9.25764	12.1639 48.4438 9.80223	18.3619 42.1 7.25898	-2.74387 56.5756 7.6567	-8.22337 59.0369 7.79709	-15.439 48.9057 9.96198	-21.3982 42.2423 7.67885	1.60271 35.4344 7.5701	3.34721 19.3239 7.59371	4.87418 3.35155 10.1594	-5.56146 35.6699 7.9482	-4.63645 19.5163 8.84287	-3.49214 3.54876 11.6278	
-1.97442 36.5984 7.78434	-1.78785 39.2586 9.70423	-1.7376 42.8675 10.2161	-1.73268 46.5123 10.2846	-1.66021 50.1479 10.0278	-1.48921 59.6177 8.09562	-1.07337 64.6001 7.73908	-0.349189 56.5239 7.61222	4.96856 58.786 9.25753	11.9022 48.25 9.8142	17.8539 41.6343 7.37793	-2.76803 56.5738 7.64314	-8.26148 59.0041 7.77944	-15.1932 48.6857 9.98741	-20.8593 41.7746 7.69469	1.57129 35.4328 7.56174	3.33253 19.324 7.594	4.87038 3.35275 10.1594	-5.59336 35.6698 7.9296	-4.64856 19.5197 8.86604	-3.49837 3.54875 11.6292	
-2.00402 36.5962 7.76894	-1.82081 39.2558 9.68991	-1.77008 42.8645 10.2041	-1.7628 46.5092 10.2749	-1.68691 50.1447 10.018	-1.50841 59.6138 8.08349	-1.08932 64.5956 7.72115	-0.371025 56.519 7.60066	4.95432 58.756 9.25573	11.6324 48.0582 9.85043	17.3496 41.2071 7.50501	-2.78982 56.571 7.63198	-8.29578 58.9723 7.77683	-14.9316 48.4662 10.0086	-20.3094 41.3229 7.73307	1.54214 35.431 7.55179	3.31901 19.3239 7.59049	4.86731 3.35406 10.1584	-5.62312 35.6672 7.90803	-4.65917 19.5208 8.88646	-3.50032 3.54724 11.6308	
-2.03272 36.5937 7.75573	-1.85175 39.2535 9.67666	-1.79928 42.8619 10.1928	-1.78815 46.5065 10.266	-1.7089 50.142 10.009	-1.52555 59.6104 8.07125	-1.10542 64.5915 7.70267	-0.390895 56.5145 7.58825	4.9413 58.7296 9.25072	11.3597 47.8778 9.90984	16.8436 40.8148 7.63667	-2.80962 56.5683 7.62202	-8.32712 58.9419 7.78307	-14.6621 48.2537 10.0248	-19.7553 40.8917 7.79211	1.51366 35.4283 7.54299	3.30544 19.323 7.58997	4.86527 3.35454 10.1598	-5.65202 35.6649 7.89055	-4.66926 19.5218 8.90506	-3.50171 3.54566 11.6307	
-2.06003 36.5886 7.74214	-1.87964 39.2488 9.66267	-1.82526 42.8569 10.1798	-1.81062 46.5015 10.2541	-1.72915 50.137 9.9971	-1.54292 59.6049 8.05772	-1.12329 64.5859 7.68527	-0.411008 56.5083 7.57333	4.92403 58.7095 9.24513	11.0864 47.7154 9.98616	16.3366 40.4626 7.75959	-2.82964 56.5636 7.61099	-8.35849 58.9093 7.79023	-14.3887 48.0496 10.0475	-19.2015 40.4873 7.86241	1.48641 35.4232 7.53072	3.29167 19.3194 7.58937	4.86575 3.35208 10.1578	-5.67938 35.6598 7.87594	-4.67942 19.5197 8.92028	-3.50183 3.54189 11.6316	
-2.09132 36.585 7.73213	-1.90821 39.245 9.65267	-1.85057 42.8531 10.1696	-1.83153 46.4977 10.2422	-1.7482 50.133 9.98448	-1.56194 59.6006 8.04287	-1.14068 64.5813 7.66936	-0.431384 56.5036 7.55777	4.90222 58.6943 9.2478	10.8111 47.5688 10.086	15.8275 40.149 7.87066	-2.84996 56.5595 7.59833	-8.39084 58.8752 7.79506	-14.131 47.8636 10.0729	-18.6709 40.1224 7.93072	1.45415 35.4168 7.51943	3.27887 19.3152 7.58118	4.87092 3.35093 10.1569	-5.71133 35.659 7.86719	-4.69061 19.5217 8.93501	-3.49853 3.54277 11.6334	
-2.11982 36.5837 7.71225	-1.93431 39.2426 9.63397	-1.8728 42.8505 10.1524	-1.84798 46.495 10.2268	-1.76264 50.1303 9.96904	-1.57795 59.5976 8.02614	-1.16016 64.5788 7.65467	-0.448283 56.5005 7.53998	4.88254 58.6838 9.24821	10.5441 47.4392 10.1969	15.3304 39.872 7.97136	-2.8668 56.5566 7.58355	-8.42278 58.8349 7.79138	-13.8921 47.6943 10.1083	-18.1616 39.7955 7.98582	1.42458 35.4124 7.49905	3.26551 19.3127 7.56937	4.86968 3.35168 10.1579	-5.74067 35.6609 7.84689	-4.70254 19.5266 8.94316	-3.49937 3.54746 11.6352	
-2.14413 36.5814 7.69136	-1.957 39.24 9.61342	-1.89132 42.8476 10.1331	-1.85993 46.4921 10.2094	-1.77339 50.1274 9.95275	-1.59335 59.5951 8.01123	-1.17966 64.5768 7.64237	-0.46298 56.4984 7.52375	4.86107 58.6763 9.2598	10.2762 47.32 10.3108	14.853 39.6297 8.06626	-2.88148 56.5537 7.5691	-8.45306 58.793 7.78204	-13.6755 47.543 10.1392	-17.6755 39.5023 8.02457	1.39992 35.4094 7.47594	3.25418 19.3113 7.55583	4.87014 3.35388 10.1592	-5.76509 35.6593 7.8279	-4.71316 19.5281 8.95494	-3.50039 3.54813 11.6381	
-2.16145 36.5792 7.67435	-1.9735 39.2383 9.59557	-1.90588 42.8456 10.1173	-1.8721 46.49 10.1974	-1.7861 50.1254 9.94141	-1.61014 59.5929 7.99901	-1.19933 64.5748 7.6295	-0.478133 56.4967 7.51213	4.83774 58.6681 9.28114	10.0283 47.2168 10.4295	14.4029 39.4184 8.15468	-2.89667 56.5508 7.55683	-8.48284 58.7536 7.76982	-13.4791 47.408 10.1594	-17.2244 39.2434 8.05288	1.38268 35.4079 7.45677	3.24483 19.3107 7.53997	4.86792 3.35659 10.1593	-5.78213 35.6565 7.81366	-4.722 19.5276 8.9668	-3.50482 3.54597 11.6381	
-2.17367 36.5771 7.66213	-1.98407 39.2369 9.58229	-1.91613 42.8438 10.1061	-1.88332 46.4881 10.1899	-1.79895 50.1236 9.93468	-1.62749 59.591 7.99121	-1.21853 64.5728 7.61876	-0.493548 56.4954 7.50517	4.81469 58.6597 9.30548	9.78893 47.1216 10.5386	13.9849 39.233 8.23829	-2.91214 56.5482 7.54886	-8.51144 58.7176 7.75892	-13.294 47.2857 10.1741	-16.8146 39.0188 8.07924	1.37034 35.406 7.44156	3.23638 19.3092 7.5248	4.86559 3.35819 10.1591	-5.79415 35.6541 7.80521	-4.72623 19.5273 8.98015	-3.50511 3.54393 11.6388	
-2.18806 36.5733 7.65233	-1.99731 39.2334 9.57194	-1.92896 42.84 10.0981	-1.89702 46.4842 10.1852	-1.81426 50.1198 9.93101	-1.64626 59.5874 7.9879	-1.23709 64.5688 7.61092	-0.510628 56.4923 7.50234	4.79193 58.6495 9.32775	9.56643 47.0348 10.6303	13.601 39.0687 8.30894	-2.92926 56.5439 7.54483	-8.53818 58.6886 7.75219	-13.1205 47.1776 10.1796	-16.4459 38.8247 8.10693	1.35568 35.4016 7.4306	3.22964 19.3057 7.50017	4.86205 3.35878 10.1574	-5.80863 35.6509 7.79696	-4.73091 19.5266 8.99634	-3.50526 3.54082 11.6386	
-2.20206 36.5712 7.63884	-2.01041 39.2307 9.55917	-1.94269 42.8367 10.0896	-1.91186 46.4808 10.1828	-1.83045 50.1165 9.93068	-1.66567 59.5845 7.98918	-1.25483 64.5653 7.60587	-0.528707 56.4899 7.50339	4.77129 58.6404 9.3441	9.37316 46.9642 10.7159	13.2385 38.924 8.36217	-2.94737 56.5406 7.54528	-8.56259 58.6691 7.74949	-12.9609 47.0848 10.1688	-16.119 38.6586 8.13142	1.34152 35.3993 7.4154	3.22261 19.3042 7.48019	4.85845 3.36074 10.1557	-5.82263 35.649 7.78459	-4.73549 19.5272 9.00992	-3.50602 3.53961 11.6391	
-2.21516 36.5691 7.62215	-2.02234 39.2265 9.54531	-1.95578 42.8317 10.081	-1.9262 46.4756 10.1811	-1.8461 50.1116 9.932	-1.68508 59.5806 7.99544	-1.27244 64.5608 7.60488	-0.547363 56.4867 7.50753	4.75039 58.6352 9.35695	9.20379 46.9077 10.7804	12.9087 38.8022 8.39295	-2.96603 56.5366 7.55048	-8.58402 58.658 7.75211	-12.8194 47.0071 10.1418	-15.8323 38.5186 8.14324	1.32821 35.3972 7.39563	3.21655 19.303 7.46764	4.85815 3.36224 10.1559	-5.83573 35.647 7.76871	-4.74035 19.5278 9.02005	-3.50657 3.53929 11.6418	
-2.22986 36.5662 7.60375	-2.03568 39.2215 9.52972	-1.96949 42.8259 10.0707	-1.94048 46.4696 10.1788	-1.86195 50.1059 9.93346	-1.70509 59.5762 8.00303	-1.29404 64.5557 7.60284	-0.566482 56.483 7.51263	4.72924 58.6307 9.36888	9.08497 46.871 10.8289	12.6116 38.6961 8.40819	-2.98515 56.532 7.55661	-8.60372 58.6522 7.75491	-12.7042 46.9434 10.0967	-15.589 38.4025 8.13323	1.31337 35.3946 7.37338	3.21058 19.3015 7.45485	4.85823 3.36331 10.1547	-5.85031 35.6439 7.75192	-4.74674 19.5268 9.02279	-3.5072 3.53817 11.6412	
-2.23868 36.5646 7.59532	-2.04274 39.2183 9.52325	-1.97776 42.8221 10.0685	-1.95123 46.4657 10.1821	-1.87541 50.1022 9.93913	-1.72483 59.5735 8.01299	-1.31234 64.5523 7.60527	-0.58472 56.4812 7.5206	4.71111 58.6292 9.37603	8.98002 46.8411 10.8628	12.3482 38.6117 8.40168	-3.00339 56.5288 7.5658	-8.62127 58.6514 7.75756	-12.6118 46.8927 10.0386	-15.3826 38.3099 8.09356	1.30431 35.393 7.36098	3.2079 19.3007 7.44315	4.85907 3.36489 10.1547	-5.85903 35.6423 7.74584	-4.75077 19.5259 9.02152	-3.50772 3.53767 11.6405	
-2.24129 36.5619 7.58912	-2.04465 39.2144 9.51861	-1.9816 42.8177 10.0673	-1.95883 46.4611 10.1858	-1.88663 50.0979 9.94596	-1.74345 59.5705 8.02544	-1.32916 64.5485 7.6098	-0.601005 56.4793 7.53113	4.69581 58.6272 9.38403	8.88885 46.8139 10.8866	12.1157 38.5432 8.37484	-3.01971 56.5251 7.57652	-8.63667 58.6509 7.75917	-12.5437 46.8518 9.97474	-15.2098 38.2375 8.02232	1.30183 35.3915 7.35138	3.2078 19.2994 7.43234	4.86063 3.36536 10.1533	-5.86128 35.6386 7.74174	-4.75227 19.5222 9.01697	-3.50791 3.53436 11.6382	
-2.24619 36.5606 7.58511	-2.0478 39.2123 9.51551	-1.98669 42.8153 10.067	-1.96846 46.4586 10.1897	-1.89948 50.0956 9.95309	-1.76074 59.5695 8.03861	-1.34253 64.5465 7.61603	-0.61631 56.4793 7.5429	4.68127 58.6275 9.39315	8.8151 46.7947 10.9063	11.9247 38.4977 8.3344	-3.03506 56.5236 7.58716	-8.65084 58.6535 7.7588	-12.4978 46.8219 9.90552	-15.068 38.1857 7.92194	1.29665 35.3899 7.34414	3.20608 19.2982 7.41963	4.85814 3.36594 10.1512	-5.86614 35.6375 7.74017	-4.75514 19.5209 9.01056	-3.5084 3.534 11.6363	
-2.25149 36.5601 7.57892	-2.05193 39.2104 9.51117	-1.99345 42.8127 10.0667	-1.97983 46.4559 10.1948	-1.91345 50.0932 9.96156	-1.77713 59.5684 8.0536	-1.35426 64.5444 7.62344	-0.631723 56.4789 7.55596	4.66619 58.6278 9.40448	8.75604 46.7808 10.9256	11.7702 38.4699 8.28552	-3.05049 56.5225 7.59986	-8.66432 58.6583 7.76159	-12.4685 46.8003 9.83785	-14.9532 38.152 7.79862	1.29143 35.3906 7.33359	3.20269 19.2992 7.42015	4.85804 3.36713 10.1513	-5.87104 35.6359 7.73681	-4.75846 19.5191 9.00423	-3.50892 3.53343 11.6357	
-2.26067 36.5603 7.57322	-2.05927 39.2091 9.50724	-2.00231 42.8109 10.0669	-1.99163 46.4538 10.2008	-1.92685 50.0914 9.97096	-1.79115 59.5679 8.06928	-1.36494 64.543 7.63195	-0.645137 56.4788 7.57002	4.65228 58.63 9.41735	8.71309 46.7739 10.9462	11.6525 38.4613 8.22842	-3.06393 56.5221 7.61307	-8.67593 58.6633 7.76594	-12.4547 46.786 9.77734	-14.864 38.1358 7.65742	1.28199 35.3909 7.32374	3.19842 19.3001 7.42203	4.8588 3.36837 10.1517	-5.8801 35.6361 7.73378	-4.76243 19.5196 9.0007	-3.50811 3.53483 11.6355	
-2.27017 36.5606 7.57021	-2.06691 39.2083 9.50555	-2.01116 42.8096 10.0686	-2.00308 46.4524 10.2068	-1.93988 50.0901 9.97987	-1.80479 59.5679 8.08458	-1.37455 64.542 7.64002	-0.658128 56.4794 7.58373	4.63886 58.6316 9.43104	8.68452 46.7708 10.9637	11.5688 38.4666 8.16264	-3.07694 56.5222 7.62582	-8.68661 58.6701 7.77009	-12.4501 46.7764 9.71122	-14.7986 38.1323 7.5001	1.27216 35.391 7.31719	3.19367 19.3009 7.42629	4.86057 3.36897 10.151	-5.88956 35.6367 7.73319	-4.76759 19.5202 8.99601	-3.5078 3.53653 11.635	
-2.27868 36.5583 7.56861	-2.07466 39.2049 9.50543	-2.02039 42.8055 10.0723	-2.01514 46.4481 10.2156	-1.95335 50.0861 9.9915	-1.8185 59.5649 8.10098	-1.38418 64.5379 7.64888	-0.671385 56.4767 7.59896	4.62448 58.6301 9.44806	8.67602 46.7713 10.9798	11.5148 38.4818 8.08995	-3.09022 56.5193 7.64028	-8.69759 58.6737 7.77597	-12.4582 46.7685 9.65121	-14.7533 38.1401 7.32571	1.26365 35.3892 7.31297	3.18891 19.2996 7.42966	4.86193 3.36781 10.1512	-5.89787 35.6339 7.73301	-4.77083 19.5176 8.99375	-3.50562 3.53472 11.635	
-2.28887 36.5547 7.56651	-2.08466 39.1999 9.50521	-2.03141 42.7998 10.0768	-2.0282 46.4422 10.2265	-1.96759 50.0804 10.0058	-1.83177 59.5602 8.12093	-1.39527 64.5322 7.65921	-0.68409 56.4724 7.61801	4.61045 58.629 9.46719	8.68825 46.7781 10.9909	11.4885 38.5073 8.0114	-3.10296 56.5149 7.65744	-8.70757 58.677 7.78434	-12.4756 46.7628 9.58612	-14.729 38.1575 7.1372	1.2535 35.3861 7.3092	3.1838 19.2972 7.43022	4.86195 3.36579 10.1511	-5.90794 35.6298 7.73105	-4.77605 19.5138 8.99173	-3.50593 3.53146 11.6334	
-2.30166 36.5522 7.5644	-2.0978 39.1957 9.50541	-2.04524 42.7949 10.0819	-2.04305 46.437 10.2377	-1.98322 50.0755 10.0205	-1.84649 59.5565 8.14202	-1.40946 64.5276 7.67015	-0.697822 56.4692 7.63838	4.59555 58.6275 9.48899	8.71228 46.7877 10.9942	11.4847 38.541 7.92307	-3.11674 56.5113 7.67506	-8.71887 58.6805 7.79255	-12.5039 46.7604 9.51821	-14.7198 38.1837 6.9384	1.2407 35.3836 7.30711	3.17772 19.2955 7.42905	4.86175 3.36495 10.1514	-5.92085 35.6274 7.72715	-4.78243 19.5122 8.99037	-3.50722 3.53035 11.6332	
-2.31247 36.5516 7.56799	-2.10904 39.1939 9.51076	-2.05757 42.7924 10.0911	-2.05738 46.4343 10.2512	-1.99852 50.073 10.0373	-1.86117 59.5554 8.16537	-1.42375 64.5254 7.68338	-0.711414 56.4685 7.66099	4.58103 58.6273 9.51364	8.74776 46.8011 10.9877	11.5012 38.5808 7.83025	-3.13038 56.5103 7.6949	-8.73049 58.6852 7.80054	-12.5417 46.7623 9.44776	-14.7267 38.2211 6.7277	1.22984 35.3827 7.31134	3.17322 19.2953 7.42523	4.86151 3.36596 10.152	-5.93184 35.6272 7.72872	-4.78766 19.512 8.9886	-3.50683 3.53133 11.6353	
-2.32576 36.5513 7.567	-2.12378 39.1922 9.51181	-2.07315 42.79 10.0969	-2.07425 46.4316 10.2636	-2.01639 50.0705 10.0538	-1.87754 59.5544 8.18989	-1.43911 64.5233 7.69776	-0.726501 56.4682 7.6848	4.56433 58.6287 9.54011	8.78848 46.8177 10.972	11.5349 38.6273 7.73168	-3.14552 56.5095 7.71489	-8.7432 58.6914 7.80584	-12.588 46.7684 9.37243	-14.7412 38.2668 6.50678	1.21663 35.3821 7.31283	3.16738 19.2955 7.42069	4.85998 3.36727 10.1509	-5.9454 35.6273 7.72372	-4.79498 19.5126 8.98435	-3.50893 3.53302 11.6352	
-2.34046 36.5504 7.57049	-2.13939 39.1898 9.51746	-2.08959 42.7869 10.1068	-2.09162 46.4282 10.2786	-2.03451 50.0674 10.0726	-1.89393 59.5529 8.21686	-1.4554 64.5209 7.71584	-0.741404 56.4673 7.71132	4.54855 58.6289 9.56778	8.83513 46.8344 10.9487	11.5842 38.6768 7.62866	-3.16048 56.5081 7.73699	-8.75605 58.696 7.81034	-12.6532 46.7793 9.29231	-14.7623 38.3196 6.27382	1.20188 35.3806 7.3181	3.16154 19.2951 7.42054	4.8608 3.3678 10.1522	-5.96041 35.627 7.72377	-4.80192 19.5128 8.98243	-3.50812 3.53427 11.6361	
-2.35496 36.5484 7.57309	-2.1559 39.1864 9.52209	-2.10769 42.7828 10.1163	-2.11119 46.4238 10.295	-2.05417 50.0632 10.0931	-1.90942 59.5502 8.24567	-1.4731 64.5175 7.73561	-0.755929 56.465 7.73996	4.53263 58.6283 9.59844	8.88233 46.8499 10.9181	11.6459 38.7286 7.52208	-3.17506 56.5059 7.76058	-8.76866 58.6994 7.81505	-12.7261 46.7915 9.2055	-14.7891 38.3779 6.03033	1.18772 35.3792 7.32309	3.15587 19.2947 7.42252	4.86148 3.36753 10.1513	-5.97496 35.6246 7.72245	-4.80848 19.5109 8.9809	-3.5075 3.53311 11.6353	
-2.36906 36.5462 7.57469	-2.17272 39.1822 9.52665	-2.12577 42.7777 10.1264	-2.13012 46.4183 10.3128	-2.07374 50.0579 10.1152	-1.92621 59.5467 8.27669	-1.49232 64.5133 7.7584	-0.771088 56.4621 7.77084	4.5167 58.628 9.62847	8.92827 46.8654 10.8827	11.7181 38.7835 7.41503	-3.19026 56.5026 7.78595	-8.78135 58.7029 7.82094	-12.802 46.8045 9.1076	-14.82 38.4388 5.7806	1.17399 35.3773 7.32828	3.14998 19.2938 7.42603	4.86071 3.3664 10.1502	-5.98923 35.6221 7.71824	-4.81563 19.5092 8.97969	-3.50951 3.5317 11.6335	
-2.38395 36.5437 7.57769	-2.19026 39.1773 9.53327	-2.14457 42.7718 10.1385	-2.14997 46.4121 10.3305	-2.09409 50.052 10.1374	-1.94312 59.5428 8.30998	-1.51239 64.5089 7.78327	-0.786509 56.4589 7.80337	4.50097 58.6261 9.66041	8.97243 46.8788 10.8432	11.796 38.8375 7.30876	-3.20572 56.4992 7.8128	-8.79456 58.7054 7.82929	-12.8825 46.8185 9.00541	-14.8497 38.5011 5.53026	1.1594 35.375 7.33472	3.14394 19.2925 7.42938	4.8605 3.36546 10.1517	-6.00434 35.6195 7.71502	-4.82272 19.5072 8.9761	-3.50901 3.53121 11.6353	
-2.39875 36.5418 7.58218	-2.20833 39.173 9.54128	-2.16432 42.7665 10.1523	-2.171 46.4066 10.3507	-2.11528 50.0466 10.1619	-1.95937 59.5392 8.34393	-1.53036 64.5046 7.80958	-0.802494 56.4556 7.83629	4.48473 58.624 9.69262	9.01224 46.8909 10.8015	11.8761 38.8919 7.20432	-3.2217 56.4963 7.84164	-8.80795 58.7092 7.84008	-12.9632 46.8346 8.89974	-14.8782 38.5658 5.28248	1.14498 35.3733 7.34383	3.13826 19.2919 7.42935	4.86036 3.36551 10.1523	-6.01939 35.6175 7.71223	-4.83035 19.5055 8.96976	-3.50888 3.53135 11.6363	
-2.41026 36.5413 7.58698	-2.22424 39.1701 9.54969	-2.18258 42.7627 10.1667	-2.19124 46.4023 10.3716	-2.13618 50.0426 10.187	-1.97776 59.5369 8.37821	-1.5501 64.5016 7.83656	-0.819933 56.4538 7.86955	4.46761 58.6221 9.72509	9.04744 46.9022 10.7554	11.955 38.9455 7.10001	-3.23915 56.4945 7.87105	-8.82234 58.7149 7.85242	-13.0441 46.854 8.79523	-14.9129 38.6367 5.0389	1.13422 35.374 7.35393	3.13361 19.2932 7.42823	4.85956 3.3674 10.1517	-6.03091 35.616 7.70898	-4.83658 19.5042 8.96601	-3.50983 3.53133 11.637	
-2.42246 36.5424 7.59388	-2.23966 39.1695 9.55912	-2.19982 42.7613 10.1811	-2.21051 46.4006 10.392	-2.15668 50.0411 10.2114	-1.99677 59.5369 8.411	-1.57252 64.5014 7.86407	-0.83744 56.4545 7.9018	4.4528 58.621 9.75175	9.08609 46.9154 10.7034	12.0325 38.995 7.00067	-3.25666 56.4947 7.89895	-8.83764 58.7205 7.86359	-13.1347 46.8781 8.69261	-14.942 38.7102 4.80101	1.12208 35.374 7.36745	3.12777 19.2939 7.42236	4.85749 3.3693 10.1506	-6.0437 35.6183 7.70739	-4.8413 19.5071 8.96322	-3.50727 3.53537 11.6378	
-2.43526 36.5442 7.60137	-2.25681 39.1694 9.56951	-2.21896 42.7603 10.1965	-2.2311 46.3993 10.4124	-2.17784 50.0401 10.2354	-2.01589 59.5373 8.44256	-1.59132 64.5011 7.89051	-0.85512 56.4554 7.93323	4.43725 58.6181 9.78161	9.10961 46.9221 10.657	12.101 39.0406 6.90734	-3.27434 56.4953 7.92576	-8.85121 58.731 7.87369	-13.2093 46.9024 8.57023	-14.9773 38.7773 4.5724	1.10949 35.3749 7.38324	3.12387 19.2958 7.41686	4.8569 3.37201 10.1478	-6.05709 35.6212 7.70446	-4.8459 19.5106 8.96001	-3.50512 3.53972 11.6362	
-2.44507 36.5432 7.60827	-2.27202 39.1666 9.57939	-2.23691 42.7566 10.2114	-2.25122 46.3953 10.4323	-2.19881 50.0362 10.2591	-2.03571 59.5351 8.47496	-1.61092 64.4983 7.91758	-0.873392 56.4539 7.96497	4.41983 58.6137 9.8142	9.12506 46.9255 10.6138	12.1595 39.0836 6.81619	-3.2926 56.4932 7.95326	-8.86554 58.7383 7.88354	-13.2732 46.9217 8.46198	-15.0098 38.8436 4.35663	1.10065 35.3756 7.39668	3.12194 19.2974 7.41466	4.85585 3.3744 10.1497	-6.06671 35.6185 7.70259	-4.85114 19.5084 8.95921	-3.50696 3.53767 11.6348	
-2.45676 36.5415 7.61249	-2.28811 39.163 9.58648	-2.25558 42.7521 10.2239	-2.27169 46.3904 10.4513	-2.21956 50.0315 10.2826	-2.05365 59.5321 8.50758	-1.62969 64.4948 7.94527	-0.890191 56.4514 7.99691	4.4034 58.6102 9.84632	9.13658 46.9285 10.5728	12.2099 39.1248 6.72803	-3.30938 56.4906 7.98067	-8.87884 58.7436 7.89162	-13.3264 46.9371 8.36102	-15.0351 38.9054 4.15423	1.08961 35.3749 7.40664	3.1196 19.2978 7.41627	4.85556 3.37468 10.1495	-6.07838 35.616 7.69888	-4.85759 19.5067 8.96156	-3.50988 3.53612 11.6363	
